"use_intt_id","biz_no","bank_cd","acct_no","trsc_dt","trsc_seq_no","curr_cd","loan_trsc_dv","acct_no_ext","trsc_tm","trsc_amt","loan_trsc_amt","loan_bal","loan_rate","loan_intr_st_dt","loan_intr_en_dt","loan_intr_period","loan_intr_amt","loan_intr_nrml_amt","loan_intr_over_amt","loan_intr_rtrn_amt","note1","note2","reg_dtm","corc_dtm","mnul_wrt_yn","cust_type_cont","cust_brn"
WP2148635102_02,"2148635102","10000003","1742223315422326","20241015",0.00,KRW,이자수입,,,26238524.00,0.00,7000000000.00,4.57,,"20241014",0.00,26238524.00,0.00,0.00,0.00,"","","20241015073950","0241021212010",N,,
WP2148635102_02,"2148635102","10000003","1742223315422368","20241015",0.00,KRW,이자수입,,,3538934.00,0.00,1000000000.00,4.32,,"20241014",0.00,3538934.00,0.00,0.00,0.00,"","","20241015073951","0241021212010",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20241010",1.00,KRW,"1",,,0.00,0.00,0.00,4.77,,"20241009",0.00,1952950.00,0.00,0.00,0.00,약정이자,"","20241016091058","0241016212012",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20241010",0.00,KRW,대출금 상환,,,0.00,1500000000.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20241016091058","0241016212012",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20241007",0.00,KRW,이자원가,,,0.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20241007053704","0241013212015",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240930",0.00,KRW,대출이자납부,,,0.00,0.00,1500000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240930090911","0241006211941",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240930",1.00,KRW,"1",,,0.00,0.00,0.00,4.77,,"20240929",0.00,6054147.00,0.00,0.00,0.00,약정이자,"","20240930090911","0241006211941",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240920",0.00,KRW,이자수입,,,216119.00,0.00,40000000.00,6.38,,"20240919",0.00,216119.00,0.00,0.00,0.00,"","","20240920073940","0240926211953",N,,
WP2148635102_02,"2148635102","10000003","1742223315422326","20240919",0.00,KRW,이자수입,,,27113142.00,0.00,7000000000.00,4.57,,"20240914",0.00,27113142.00,0.00,0.00,0.00,"","","20240919073947","0240925211951",N,,
WP2148635102_02,"2148635102","10000003","1742223315422368","20240919",0.00,KRW,이자수입,,,3701980.00,0.00,1000000000.00,4.32,,"20240914",0.00,3701980.00,0.00,0.00,0.00,"","","20240919073947","0240925211951",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240906",0.00,KRW,이자원가,,,0.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240906053702","0240912211954",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",11.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,108070.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",6.00,KRW,대출금 상환,,,0.00,61023545.00,61023545.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",1.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,36607.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",2.00,KRW,대출금 상환,,,0.00,35877050.00,35877050.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",9.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,90415.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",13.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,80766.00,0.00,0.00,0.00,약정이자,"","20240830172459","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",8.00,KRW,대출금 상환,,,0.00,177631740.00,177631740.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",7.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,31061.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",5.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,45802.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",4.00,KRW,대출금 상환,,,0.00,89983630.00,89983630.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",12.00,KRW,대출금 상환,,,0.00,158675055.00,158675055.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",3.00,KRW,"1",,,0.00,0.00,0.00,4.66,,"20240829",0.00,18261.00,0.00,0.00,0.00,약정이자,"","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",0.00,KRW,대출금 상환,,,0.00,71918935.00,71918935.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240830",10.00,KRW,대출금 상환,,,0.00,212317380.00,212317380.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240905112001",N,,
WP2148635102_02,"2148635102","10000003","1742223315322254","20240828",0.00,KRW,기간연장,,,1000000000.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240829053712","0240903111958",N,,
WP2148635102_02,"2148635102","10000003","1742223455322253","20240828",0.00,KRW,기간연장,,,2000000000.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240829053709","0240903111958",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",4.00,KRW,실행,,,0.00,177631740.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",0.00,KRW,실행,,,0.00,71918935.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172501","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",3.00,KRW,실행,,,0.00,61023545.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172501","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",6.00,KRW,실행,,,0.00,158675055.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",5.00,KRW,실행,,,0.00,212317380.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172500","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",1.00,KRW,실행,,,0.00,35877050.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172501","0240901212000",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240826",2.00,KRW,실행,,,0.00,89983630.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240830172501","0240901212000",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240820",0.00,KRW,이자수입,,,404351.00,0.00,40000000.00,6.38,,"20240819",0.00,404351.00,0.00,0.00,0.00,"","","20240820074011","0240826212002",N,,
WP2148635102_02,"2148635102","10000002","944338607232323","20240816",0.00,KRW,약정이자/보증료전부상환,,,29307103.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240822095638","0240822212010",N,,
WP2148635102_02,"2148635102","10000003","1742223315422368","20240816",0.00,KRW,이자수입,,,3750068.00,0.00,1000000000.00,4.43,,"20240814",0.00,3750068.00,0.00,0.00,0.00,"","","20240816101901","0240822212010",N,,
WP2148635102_02,"2148635102","10000003","1742223315422326","20240816",0.00,KRW,이자수입,,,27181994.00,0.00,7000000000.00,4.57,,"20240814",0.00,27181994.00,0.00,0.00,0.00,"","","20240816101900","0240822212010",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240816",0.00,KRW,원금상환,,,40000000.00,40000000.00,40000000.00,6.38,,"20240815",0.00,0.00,0.00,0.00,0.00,"","","20240816164532","0240822212010",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240806",2.00,KRW,수신입금,,,161016.00,161016.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240806101855","0240812212011",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240806",1.00,KRW,수신출금,,,161016.00,161016.00,161016.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240806053658","0240812212011",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240806",0.00,KRW,이자원가,,,161016.00,0.00,0.00,4.71,,"20240805",0.00,161016.00,0.00,0.00,0.00,"","","20240806053658","0240812212011",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",18.00,KRW,대출금 상환,,,0.00,15275095.00,15275095.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240731",1.00,KRW,"1",,,0.00,0.00,0.00,4.79,,"20240730",0.00,784836.00,0.00,0.00,0.00,약정이자,"","20240801090345","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240731",0.00,KRW,대출금 상환,,,0.00,2000000000.00,2000000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240801090345","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",15.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,39360.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",14.00,KRW,대출금 상환,,,0.00,52099685.00,52099685.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",13.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,17819.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",12.00,KRW,대출금 상환,,,0.00,23586970.00,23586970.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",11.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,107096.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",10.00,KRW,대출금 상환,,,0.00,141760080.00,141760080.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",9.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,218074.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",8.00,KRW,대출금 상환,,,0.00,288658425.00,288658425.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",19.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,11539.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",7.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,145063.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",6.00,KRW,대출금 상환,,,0.00,192016495.00,192016495.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",5.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,34108.00,0.00,0.00,0.00,약정이자,"","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",4.00,KRW,대출금 상환,,,0.00,45148180.00,45148180.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",3.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,88236.00,0.00,0.00,0.00,약정이자,"","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",2.00,KRW,대출금 상환,,,0.00,116795470.00,116795470.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",1.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,62565.00,0.00,0.00,0.00,약정이자,"","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",0.00,KRW,대출금 상환,,,0.00,82816250.00,82816250.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170720","0240806192020",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240731",0.00,KRW,수신입금,,,200000000.00,200000000.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170705","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",17.00,KRW,"1",,,0.00,0.00,0.00,4.61,,"20240730",0.00,18598.00,0.00,0.00,0.00,약정이자,"","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240731",16.00,KRW,대출금 상환,,,0.00,24618495.00,24618495.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240731170719","0240806192020",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240729",0.00,KRW,대출이자납부,,,0.00,0.00,2000000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240729081937","0240804212014",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240729",1.00,KRW,"1",,,0.00,0.00,0.00,4.79,,"20240727",0.00,7848360.00,0.00,0.00,0.00,약정이자,"","20240729081937","0240804212014",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",3.00,KRW,실행,,,0.00,192016495.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",4.00,KRW,실행,,,0.00,288658425.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",5.00,KRW,실행,,,0.00,141760080.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",6.00,KRW,실행,,,0.00,23586970.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240725",0.00,KRW,수신출금,,,200000000.00,200000000.00,200000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725164503","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",2.00,KRW,실행,,,0.00,45148180.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",7.00,KRW,실행,,,0.00,52099685.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",8.00,KRW,실행,,,0.00,24618495.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162919","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",9.00,KRW,실행,,,0.00,15275095.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162919","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",0.00,KRW,실행,,,0.00,82816250.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240725",1.00,KRW,실행,,,0.00,116795470.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240725162920","0240731192021",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240722",0.00,KRW,이자수입,,,418295.00,0.00,80000000.00,6.38,,"20240719",0.00,418295.00,0.00,0.00,0.00,"","","20240722102153","0240728212016",N,,
WP2148635102_02,"2148635102","10000003","1742223315422326","20240715",0.00,KRW,이자수입,,,26754918.00,0.00,7000000000.00,4.66,,"20240714",0.00,26754918.00,0.00,0.00,0.00,"","","20240715085332","0240721211952",N,,
WP2148635102_02,"2148635102","10000003","1742223315422368","20240715",0.00,KRW,이자수입,,,3629098.00,0.00,1000000000.00,4.43,,"20240714",0.00,3629098.00,0.00,0.00,0.00,"","","20240715085333","0240721211952",N,,
WP2148635102_02,"2148635102","10000003","3423378941154253","20240710",0.00,KRW,기간연장,,,5000000000.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240711053709","0240716211954",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240708",0.00,KRW,이자원가,,,0.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240708053654","0240714211954",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",47.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,7317.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",3.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240627",0.00,659508.00,0.00,0.00,0.00,약정이자,"","20240628170757","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",2.00,KRW,대출금 상환,,,0.00,226366030.00,226366030.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170757","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",23.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,62126.00,0.00,0.00,0.00,약정이자,"","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",22.00,KRW,대출금 상환,,,0.00,35066790.00,35066790.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",41.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,14302.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",40.00,KRW,대출금 상환,,,0.00,37654045.00,37654045.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",39.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,4669.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",38.00,KRW,대출금 상환,,,0.00,12293270.00,12293270.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",42.00,KRW,대출금 상환,,,0.00,63364620.00,63364620.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",18.00,KRW,대출금 상환,,,0.00,130834880.00,130834880.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",31.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,37289.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",30.00,KRW,대출금 상환,,,0.00,98170490.00,98170490.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",37.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,5881.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",36.00,KRW,대출금 상환,,,0.00,15485195.00,15485195.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",35.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,14389.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",34.00,KRW,대출금 상환,,,0.00,37881525.00,37881525.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",33.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,7240.00,0.00,0.00,0.00,약정이자,"","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",27.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,19460.00,0.00,0.00,0.00,약정이자,"","20240628170755","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",10.00,KRW,대출금 상환,,,0.00,41653920.00,41653920.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",11.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,73796.00,0.00,0.00,0.00,약정이자,"","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",12.00,KRW,대출금 상환,,,0.00,48088480.00,48088480.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",13.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,85195.00,0.00,0.00,0.00,약정이자,"","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",14.00,KRW,대출금 상환,,,0.00,181096245.00,181096245.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",15.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,320839.00,0.00,0.00,0.00,약정이자,"","20240628170756","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240628",32.00,KRW,대출금 상환,,,0.00,19061130.00,19061130.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240628170048","0240704212004",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240628",29.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240627",0.00,28756.00,0.00,0.00,0.00,약정이자,"","20240628170755","0240704212004",N,,
